-8.078431372549021035e+02 -3.543307086614172476e+02 1.192396215073188387e+03
1.874509803921568619e+03 4.330708661417322674e+02 5.103438060712301194e+01
4.000000000000000000e+02 4.960629921259842376e+02 5.355752216853886694e+01
-9.019607843137255259e+02 9.370078740157480297e+02 5.036838311518209821e+01
1.105882352941176123e+03 -3.385826771653543119e+02 5.472056226837345605e+01
-1.717647058823529505e+03 2.283464566929133071e+02 5.061330314815211295e+01
1.490196078431372371e+02 -5.590551181102362079e+02 5.242715069737475631e+01
1.152941176470588289e+03 8.740157480314960594e+02 5.648879538371012643e+01
-3.843137254901962478e+02 3.228346456692913762e+02 9.072350615968100556e+02
-1.576470588235294144e+03 -5.433070866141731585e+02 5.051255819271805336e+01
-1.058823529411764866e+03 2.913385826771655047e+02 4.953510860540710610e+02
-4.156862745098039795e+02 -8.740157480314960594e+02 5.086871873308632530e+01
-1.074509803921568619e+03 -9.212598425196849803e+02 5.021376406629073585e+01
9.803921568627451961e+02 2.755905511811024553e+02 5.402469017953879984e+02
1.670588235294117567e+03 -1.338582677165354653e+02 6.067187177646894725e+01
-1.176470588235295054e+02 8.582677165354330100e+02 5.126509126530993399e+01
5.098039215686271746e+02 -8.661417322834643073e+01 2.597969377436684226e+02
-1.403921568627451052e+03 7.165354330708662474e+02 5.026981747776414977e+01
-2.745098039215686185e+02 -2.125984251968503713e+02 7.905007141315297758e+02
-1.278431372549019670e+03 -1.496062992125984010e+02 8.904679108291890088e+02
7.058823529411756681e+01 1.338582677165354653e+02 6.277028090301513430e+02
1.403921568627451052e+03 4.803149606299211882e+02 5.364128326351453779e+02
-5.254901960784313815e+02 7.322834645669290694e+02 1.761786878068893429e+02
7.921568627450978965e+02 6.535433070866142771e+02 7.211310448265169271e+01
-7.137254901960784537e+02 5.511811023622044559e+01 1.049705058214565952e+03
-1.764705882352941217e+03 -1.811023622047243862e+02 5.114396792160841443e+01
1.294117647058823422e+03 2.362204724409457413e+01 4.853455972592585113e+02
-1.168627450980392041e+03 -5.275590551181102228e+02 3.452657635823949249e+02
1.670588235294117567e+03 7.480314960629921188e+02 5.118145450192301382e+01
-2.352941176470585560e+01 4.960629921259842376e+02 3.283379888318362987e+02
-7.607843137254901649e+02 -7.322834645669290694e+02 2.461511079953536978e+02
-2.117647058823529278e+02 -5.748031496062992574e+02 1.635166885110655812e+02
-7.294117647058824332e+02 4.330708661417322674e+02 5.452670086262529594e+02
7.450980392156861853e+02 -3.543307086614172476e+02 5.594296271717919922e+01
1.019607843137255259e+02 -2.125984251968503713e+02 3.671502336834129778e+02
6.352941176470585560e+02 2.440944881889763565e+02 1.878288199259061457e+02
-1.403921568627451052e+03 3.700787401574802971e+02 1.650067361568763431e+02
1.592156862745097897e+03 1.968503937007874356e+02 3.442347143904039513e+02
-1.074509803921568619e+03 6.377952755905512277e+02 1.743621455868876069e+02
9.019607843137255259e+02 -5.511811023622044559e+01 3.082146350501117809e+02
-5.254901960784313815e+02 -5.118110236220472302e+02 4.610737249390064108e+02
4.313725490196079591e+02 -4.015748031496062822e+02 5.186482454433667755e+01
1.105882352941176123e+03 5.590551181102362079e+02 4.112823291949983968e+02
-1.356862745098039341e+03 -7.637795275590551682e+02 5.141453240068445041e+01
-9.803921568627451961e+02 -8.661417322834643073e+01 9.512670166602981681e+02
1.403921568627451052e+03 -2.755905511811023416e+02 6.270982655308480958e+01
-1.466666666666666742e+03 7.086614173228349500e+01 4.275211401694276674e+02
-2.117647058823529278e+02 7.086614173228349500e+01 1.118889373199540159e+03
1.803921568627451961e+02 7.007874015748031979e+02 5.100803507242882517e+01
3.529411764705882888e+02 1.811023622047243862e+02 2.609412845309949489e+02
-5.568627450980393405e+02 -1.811023622047243862e+02 1.045089250703151265e+03
1.858823529411764412e+03 1.023622047244093665e+02 5.010160683431739415e+01
-2.901960784313725981e+02 5.905511811023623068e+02 3.398551892659661462e+02
1.419607843137254804e+03 8.425196850393701880e+02 6.629838564857695360e+01
-1.513725490196078454e+03 -2.755905511811023416e+02 3.019174805043617198e+02
-8.078431372549021035e+02 6.850393700787401485e+02 2.001828411806206987e+02
1.247058823529411711e+03 2.755905511811024553e+02 8.220270229823045156e+02
-4.627450980392156907e+02 5.511811023622044559e+01 1.194671899162812679e+03
